date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:34:32	313/313	---M-Z	200	added ('OK')	text/plain	date:Tue,%2028%20Sep%202021%2023:50:32%20GMT	https://www.mavo.co/robots.txt		(from )
16:34:32	268967/268967	---M-Z	200	added ('OK')	text/html	etag:W/%226ec88813142470f375632d2e09bc55b0%22	https://www.mavo.co/	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/index.html	(from )
16:34:33	0/0	---M--	301	error ('Moved%20Permanently')	image/png	etag:W/%22e7c5ba3002c4eec50bdb028543906483%22	http://static1.squarespace.com/static/5fae834c1e53e609dae7efa3/t/5fba7291a4ebbd103bb00c38/1606054547466/mv-logo-png.png?format=1500w	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/static1.squarespace.com/static/5fae834c1e53e609dae7efa3/t/5fba7291a4ebbd103bb00c38/1606054547466/mv-logo-png.026f7.delayed	(from https://www.mavo.co/)
16:34:34	2145/2145	---M--	200	added ('OK')	image/png	etag:CIu01LWrlu0CEAE=	https://images.squarespace-cdn.com/content/5fae834c1e53e609dae7efa3/1606054545283-N0TO0VD2HWIXBA01V4Z5/mv-logo-png.png?content-type=image%2Fpng	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/images.squarespace-cdn.com/content/5fae834c1e53e609dae7efa3/1606054545283-N0TO0VD2HWIXBA01V4Z5/mv-logo-png5d45.png	(from https://www.mavo.co/)
16:34:35	43523/43523	---M-Z	200	added ('OK')	text/javascript	etag:%22f4b230dad791cfb9f8ea64c9781aadfb%22	http://assets.squarespace.com/@sqs/polyfiller/1.2.2/legacy.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/@sqs/polyfiller/1.2.2/legacy.js	(from https://www.mavo.co/)
16:34:35	17076/17076	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2029%20Sep%202021%2019:34:35%20GMT	http://use.typekit.net/ik/aNbmHvn3EThRT0tfnz81raCAUvV2w-_mnuIb-HUMLPIfezb2fFHN4UJLFRbh52jhWDmcjA9twDsRwA9uwh9hw28qjA9aZAZywU7sMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu8OfG0dWmD-Y4zdhXlj1mljcU8jcm8OAlljRw0SaBujW48Sagyjh90jhNlOfG0SaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPUyjamTiY8Djhy8ZYmC-Ao1OcFzdPUyjamTiY8Djhy8ZYmC-Ao1Oco8ifUySkolZPUCdhFydeyzSabCdABhdkoRdkUliWFGScNzdPuKiAuKdemKZA9l-huKwkoDSWmyScmDSeBRZPoRdhXCSaBujW48SagyjhmDjhy8ZYmC-Ao1OcFzdPUaiaS0jAFu-WsoShFGZAsude80ZkoRdhXCiaiaOcBRiA8XpWFR-emqiAUTdcS0dcmXOYiaikoySkolZPUaiaS0dABhdkoRdkUaiaS0dWmD-Y4zdhXlj1mljcU8jcm8OAlljRw0SaBujW48Sagyjh90jhNlOYiaikoDSWmyScmDSeBRZWFR-emqiAUTdcS0jhNlJyTTiewljWZyd1blZhBkZe9lZhNX-e8ROWgkdkGHfOADMyMMeM96MKGHfO5DMyMMeMS6MTMg1C-Ix69.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/use.typekit.net/ik/aNbmHvn3EThRT0tfnz81raCAUvV2w-_mnuIb-HUMLPIfezb2fFHN4UJLFRbh52jhWDmcjA9twDsRwA9uwh9hw28qjA9aZAZywU7sMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1	(from https://www.mavo.co/)
16:34:37	82046/82046	---M-Z	200	added ('OK')	text/javascript	etag:%2203e5ef7c77d113abf6178fce61ec6344%22	http://assets.squarespace.com/@sqs/polyfiller/1.2.2/modern.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/@sqs/polyfiller/1.2.2/modern.js	(from https://www.mavo.co/)
16:34:41	121795/121795	---M-Z	200	added ('OK')	text/javascript	etag:%229bcf3a9a50da60d3109da947d39970ee%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-be81d1ce004cbca505842-min.en-US.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-be81d1ce004cbca505842-min.en-US.js	(from https://www.mavo.co/)
16:34:41	95312/95312	---M-Z	200	added ('OK')	text/javascript	etag:%2228b33d528c4251b8f50076147188ebcf%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-dd7685db2d75d1795bc35-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-dd7685db2d75d1795bc35-min.pt-BR.js	(from https://www.mavo.co/)
16:34:43	250440/250440	---M-Z	200	added ('OK')	text/javascript	etag:%228d32f5b880878ada69acef08bf6d9621%22	http://assets.squarespace.com/universal/scripts-compressed/moment-js-vendor-25ab5e01a7eec62c909fc-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/moment-js-vendor-25ab5e01a7eec62c909fc-min.pt-BR.js	(from https://www.mavo.co/)
16:34:46	43286/43286	---M-Z	200	added ('OK')	text/javascript	etag:%226780e509ff8ee695f68f8427263e25a5%22	http://assets.squarespace.com/universal/scripts-compressed/performance-c33ee30ab11dcc4a6b8ae-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/performance-c33ee30ab11dcc4a6b8ae-min.pt-BR.js	(from https://www.mavo.co/)
16:34:51	249003/249003	---M-Z	200	added ('OK')	text/javascript	etag:%222fe3a795f9ffae8cb19f8e872debc094%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-a1129af7e9595ce9284b4-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-a1129af7e9595ce9284b4-min.pt-BR.js	(from https://www.mavo.co/)
16:34:53	773834/773834	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Sep%202021%2019:34:47%20GMT	https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css	(from https://www.mavo.co/)
16:34:54	2145/2145	---M--	200	added ('OK')	image/png	etag:CIu01LWrlu0CEAE=	http://images.squarespace-cdn.com/content/v1/5fae834c1e53e609dae7efa3/1606054545283-N0TO0VD2HWIXBA01V4Z5/mv-logo-png.png?format=1500w	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/images.squarespace-cdn.com/content/v1/5fae834c1e53e609dae7efa3/1606054545283-N0TO0VD2HWIXBA01V4Z5/mv-logo-png26f7.png	(from https://www.mavo.co/)
16:34:54	119157/119157	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20Sep%202021%2019:34:52%20GMT	https://www.mavo.co/cart	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/cart.html	(from https://www.mavo.co/)
16:34:57	200847/200847	---M-Z	200	added ('OK')	text/html	etag:W/%22b31151953ce2f3e06b18499cc0902c96--gzip%22	https://www.mavo.co/mavo	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/mavo.html	(from https://www.mavo.co/)
16:34:59	292220/292220	---M-Z	200	added ('OK')	text/html	etag:W/%225a571c37c54c30675cf2acad5c942ecc--gzip%22	https://www.mavo.co/projetos	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/projetos.html	(from https://www.mavo.co/)
16:35:00	127804/127804	---M-Z	200	added ('OK')	text/html	etag:W/%2214e0b23581ae7a97b2b0c379441904fc--gzip%22	https://www.mavo.co/contato	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/contato.html	(from https://www.mavo.co/)
16:35:02	352140/352140	---M-Z	200	added ('OK')	text/html	etag:W/%2279a3305db0ba9681e397b79da7cd89de--gzip%22	https://www.mavo.co/converse	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/converse.html	(from https://www.mavo.co/)
16:35:03	307149/307149	---M-Z	200	added ('OK')	text/html	etag:W/%22f32de91d9c89640246fac489d40f238d--gzip%22	https://www.mavo.co/ducati	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/ducati.html	(from https://www.mavo.co/)
16:35:05	234091/234091	---M-Z	200	added ('OK')	text/html	etag:W/%228512e453278874402017c26f75d53e42--gzip%22	https://www.mavo.co/ford	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/ford.html	(from https://www.mavo.co/)
16:35:09	340493/340493	---M-Z	200	added ('OK')	text/html	etag:W/%22e53177a2a476e08ecc348c1dd85f3af7%22	https://www.mavo.co/andosemdestino	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/andosemdestino.html	(from https://www.mavo.co/)
16:35:10	340775/340775	---MCZ	200	added ('OK')	text/html	etag:W/%22ed16f1ea6e8f36208b4e44f9f87d2e5d--gzip%22	https://www.mavo.co/authenticfeet	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/authenticfeet.html	(from https://www.mavo.co/)
16:35:13	1010/1010	---M--	200	added ('OK')	image/png	etag:CPKem7v43+0CEAE=	https://images.squarespace-cdn.com/content/v1/5fae834c1e53e609dae7efa3/1608583487498-W5SMAOIWUJ4GYHAJ1E1N/Vector.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/images.squarespace-cdn.com/content/v1/5fae834c1e53e609dae7efa3/1608583487498-W5SMAOIWUJ4GYHAJ1E1N/Vector.png	(from https://www.mavo.co/)
16:35:14	297508/297508	---MCZ	200	added ('OK')	text/html	etag:W/%2210c9458eddf290dcd689c9980bcb44e5--gzip%22	https://www.mavo.co/uol	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/www.mavo.co/uol.html	(from https://www.mavo.co/)
16:35:15	667061/667061	---M-Z	200	added ('OK')	text/javascript	etag:W/%222f28eeebc4b834fb53b86eec3ac164d7%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-faca222ddeb61ad397d36-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/common-vendors-faca222ddeb61ad397d36-min.pt-BR.js	(from https://www.mavo.co/)
16:35:17	916732/916732	---M-Z	200	added ('OK')	text/javascript	etag:%220b89482e08704f066b867a295c865e65%22	http://assets.squarespace.com/universal/scripts-compressed/common-1fd9c34b371f29651d649-min.pt-BR.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/scripts-compressed/common-1fd9c34b371f29651d649-min.pt-BR.js	(from https://www.mavo.co/)
16:35:18	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css)
16:35:18	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css)
16:35:19	1219/1219	---M--	200	added ('OK')	image/png	etag:W/%22ce3bee3cfda356961d1df8f35f8879f8%22	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css)
16:35:19	204066/204066	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Sep%202021%2019:35:15%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.6b2239025c0259c01198bfdfc97fad49.js	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.6b2239025c0259c01198bfdfc97fad49.js	(from https://www.mavo.co/)
16:35:19	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css)
16:35:19	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/Robson_Bittencourt/Projects/web/Website%20Copies/Mavo/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/5fae834c1e53e609dae7efa3/38/5c5a519771c10ba3470d8101/5fae834d1e53e609dae7efbd/1117/site.css)
